hijacker ASN,AVG,success, partial, failure,linkLevel,number direct Neighbors
3303,50.037147102526006,1,1345,0,0,1176
47104,1.188707280832095,9,14,1323,1,23
57344,12.964338781575037,100,149,1097,1,371
8192,1.188707280832095,3,26,1317,1,19
14340,3.863298662704309,6,92,1248,1,106
20485,14.487369985141159,7,376,963,1,1559
12297,7.132243684992571,5,182,1159,1,179
210954,0.7429420505200595,4,12,1330,1,14
57356,3.0460624071322435,6,70,1270,1,85
43022,0.8172362555720654,4,14,1328,1,20
20495,10.846953937592868,4,284,1058,1,515
47119,0.6686478454680534,2,14,1330,1,13
12306,4.271916790490342,3,109,1234,1,162
198675,0.8172362555720654,4,14,1328,1,17
213011,0.4457652303120357,2,8,1336,1,4
32787,8.283803863298663,5,213,1128,1,984
38932,4.049034175334324,3,103,1240,1,8
57363,2.414561664190193,7,51,1288,1,53
59414,3.4175334323922733,2,88,1256,1,209
14361,1.6716196136701338,2,41,1303,1,26
8218,18.907875185735513,4,501,841,1,1685
57370,0.2600297176820208,2,3,1341,1,3
8220,16.939078751857355,4,448,894,1,1863
51230,0.7429420505200595,3,14,1329,1,14
49183,3.4918276374442794,4,86,1256,1,120
12322,4.383358098068351,5,108,1233,1,156
4134,4.866270430906389,5,121,1220,1,320
42,8.395245170876672,7,212,1127,1,406
12333,2.0802377414561666,2,52,1292,1,58
45102,6.092124814264487,6,152,1188,1,217
210993,0.7800891530460624,4,13,1329,1,15
41009,1.7087667161961366,6,34,1306,1,27
34867,3.3803863298662704,4,83,1259,1,126
47155,1.7087667161961366,2,42,1302,1,34
43061,2.1545319465081723,2,54,1290,1,99
208950,0.2600297176820208,2,3,1341,1,5
210998,0.2600297176820208,2,3,1341,1,3
8245,3.974739970282318,4,99,1243,1,137
206907,0.6686478454680534,3,12,1331,1,11
30781,15.341753343239228,5,403,938,1,1198
2110,1.2258543833580982,2,29,1315,1,39
262206,2.7860326894502228,12,51,1283,1,51
12350,5.906389301634473,3,153,1190,1,274
198721,1.8573551263001487,3,44,1299,1,40
30786,1.7830609212481427,2,44,1300,1,49
2116,1.6344725111441307,3,38,1305,1,121
10310,7.5037147102526,5,192,1149,1,352
2119,13.63298662704309,4,359,983,1,638
38984,0.8172362555720654,5,12,1329,1,18
