hijacker ASN,AVG,success, partial, failure,linkLevel,number direct Neighbors
57344,29.166666666666668,315,56,805,1,371
43009,14.923469387755102,87,177,912,1,135
14340,13.860544217687075,42,242,892,1,106
133125,5.3146258503401365,2,121,1053,1,3
20485,24.31972789115646,106,360,710,1,1559
55303,9.906462585034014,3,227,946,1,11
149513,11.054421768707483,4,252,920,1,28
208905,9.183673469387756,10,196,970,1,25
393226,6.462585034013605,2,148,1026,1,13
18450,11.989795918367347,21,240,915,1,50
32787,19.982993197278912,143,184,849,1,984
61461,14.328231292517007,54,229,893,1,101
8220,25.76530612244898,66,474,636,1,1863
55329,15.646258503401361,95,178,903,1,161
26658,9.566326530612244,2,221,953,1,3
32805,0.2976190476190476,2,3,1171,1,5
4134,15.306122448979592,37,286,853,1,320
32806,9.906462585034014,2,229,945,1,9
42,21.08843537414966,175,146,855,1,406
45102,17.602040816326532,110,194,872,1,217
151610,6.377551020408164,2,146,1028,1,5
24637,15.263605442176871,91,177,908,1,150
6206,11.649659863945578,24,226,926,1,51
10310,19.345238095238095,144,167,865,1,352
2119,22.321428571428573,89,347,740,1,638
139341,18.66496598639456,135,169,872,1,283
141389,9.566326530612244,2,221,953,1,3
393294,4.591836734693878,3,102,1071,1,5
36944,16.156462585034014,96,188,892,1,174
36947,11.096938775510203,9,243,924,1,25
36955,0.3826530612244898,4,1,1171,1,6
8283,17.431972789115648,134,142,900,1,224
133219,7.057823129251701,3,160,1013,1,8
4195,8.375850340136054,2,193,981,1,12
12389,14.965986394557824,29,294,853,1,1321
101,11.862244897959183,17,245,914,1,52
45157,6.9727891156462585,7,150,1019,1,10
135273,6.760204081632653,4,151,1021,1,13
109,10.204081632653061,2,236,938,1,22
327791,9.311224489795919,3,213,960,1,21
12400,18.112244897959183,134,158,884,1,305
55410,15.561224489795919,78,210,888,1,250
131189,2.6785714285714284,2,59,1115,1,5
4213,11.77721088435374,14,249,913,1,57
10361,8.715986394557824,2,201,973,1,22
30844,20.28061224489796,136,205,835,1,567
198781,15.943877551020408,98,179,899,1,160
16509,19.345238095238095,123,209,844,1,363
36992,8.460884353741497,4,191,981,1,21
36994,17.474489795918366,131,149,896,1,214
45187,11.054421768707483,4,252,920,1,27
4229,18.537414965986393,130,176,870,1,220
327814,14.965986394557824,78,196,902,1,133
41095,19.09013605442177,46,357,773,1,1254
6279,0.17006802721088435,2,0,1174,1,3
39063,18.537414965986393,149,138,889,1,239
37020,7.568027210884353,3,172,1001,1,16
32934,21.51360544217687,172,162,842,1,401
8359,20.70578231292517,110,267,799,1,848
16552,18.027210884353742,140,144,892,1,249
137386,10.331632653061224,2,239,935,1,14
174,31.972789115646258,85,582,509,1,6778
6327,12.755102040816327,8,284,884,1,308
63673,0.21258503401360543,2,1,1173,1,4
135354,11.437074829931973,5,259,912,1,42
135357,8.333333333333334,2,192,982,1,7
131267,10.96938775510204,4,250,922,1,36
135363,6.164965986394558,3,139,1034,1,3
133322,0.25510204081632654,2,2,1172,1,3
12491,16.964285714285715,115,169,892,1,167
133327,0.7227891156462585,2,13,1161,1,3
51407,9.481292517006803,3,217,956,1,21
133329,0.3826530612244898,2,5,1169,1,3
327889,3.5714285714285716,2,80,1094,1,4
30931,10.246598639455783,13,215,948,1,25
397525,3.061224489795918,2,68,1106,1,4
59605,30.782312925170068,143,438,595,1,1644
55512,0.25510204081632654,2,2,1172,1,4
45273,3.741496598639456,2,84,1090,1,4
205020,9.693877551020408,3,222,951,1,7
135391,15.816326530612244,78,216,882,1,186
57567,1.913265306122449,2,41,1133,1,4
137443,8.375850340136054,2,193,981,1,30
137445,8.886054421768707,2,205,969,1,9
213221,0.3826530612244898,2,5,1169,1,3
8426,23.89455782312925,137,288,751,1,529
39151,4.804421768707483,2,109,1065,1,5
45296,11.139455782312925,6,250,920,1,119
55536,10.076530612244898,2,233,941,1,9
131314,15.603741496598639,90,187,899,1,150
30967,5.017006802721088,2,114,1060,1,6
