hijacker ASN,AVG,success, partial, failure,linkLevel,number direct Neighbors
132337,50.02606882168926,1,1917,0,0,1345
57344,14.363920750782064,180,191,1547,1,371
196610,6.0479666319082375,9,214,1695,1,142
24586,5.656934306569343,8,201,1709,1,116
57356,4.874869655891554,8,171,1739,1,85
24594,5.083420229405631,9,177,1732,1,96
32787,29.3274244004171,412,301,1205,1,984
8218,34.801876955161624,16,1303,599,1,1685
8220,27.08550573514077,12,1015,891,1,1863
41000,5.109489051094891,8,180,1730,1,96
42,10.453597497393117,45,311,1562,1,406
8245,5.969760166840459,5,219,1694,1,137
49206,4.483837330552659,12,148,1758,1,76
213050,5.213764337851929,3,194,1721,1,100
213052,5.265901981230448,11,180,1727,1,109
57406,39.15537017726799,8,1486,424,1,1419
204869,3.988529718456726,5,143,1770,1,52
8262,9.880083420229406,26,327,1565,1,262
41033,5.552659019812305,4,205,1709,1,134
131149,4.457768508863399,3,165,1750,1,88
139341,8.550573514077163,8,312,1598,1,283
204881,5.6047966631908235,3,209,1706,1,115
41041,5.578727841501564,5,204,1709,1,113
41047,40.43274244004171,50,1451,417,1,2952
8283,7.40354535974974,16,252,1650,1,224
213094,4.874869655891554,7,173,1738,1,86
8298,37.669447340980184,33,1379,506,1,2135
196714,5.630865484880084,8,200,1710,1,129
8301,5.083420229405631,14,167,1737,1,101
8302,6.360792492179353,6,232,1680,1,160
204911,3.70177267987487,3,136,1779,1,51
8304,7.273201251303441,14,251,1653,1,187
24691,5.13555787278415,7,183,1728,1,113
8308,6.204379562043796,12,214,1692,1,205
8309,19.212721584984358,12,713,1193,1,814
57463,8.237747653806048,30,256,1632,1,263
8315,18.795620437956206,13,695,1210,1,290
57468,3.9363920750782064,2,147,1769,1,52
16509,9.854014598540147,24,330,1564,1,363
8319,5.318039624608968,3,198,1717,1,115
41090,5.474452554744525,4,202,1712,1,111
327814,5.683003128258603,7,204,1707,1,133
41095,21.871741397288844,16,807,1095,1,1254
24723,5.6047966631908235,2,211,1705,1,134
24724,8.993743482794578,14,317,1587,1,728
8339,5.683003128258603,8,202,1708,1,131
41114,6.308654848800834,9,224,1685,1,143
213151,30.656934306569344,26,1124,768,1,1067
32934,11.287799791449427,47,339,1532,1,401
8359,20.933263816475495,14,775,1129,1,848
16552,8.10740354535975,11,289,1618,1,249
8365,6.908237747653806,16,233,1669,1,174
174,23.931178310740354,39,840,1039,1,6778
8368,7.35140771637122,8,266,1644,1,208
24753,4.066736183524505,3,150,1765,1,53
8374,5.917622523461939,2,223,1693,1,159
131267,3.3628779979144943,3,123,1792,1,36
204995,5.291970802919708,6,191,1721,1,103
131273,2.0855057351407718,3,74,1841,1,13
131274,3.545359749739312,4,128,1786,1,37
8399,6.59541188738269,7,239,1672,1,152
8400,7.742440041710115,23,251,1644,1,291
24785,5.213764337851929,7,186,1725,1,229
8422,7.221063607924922,16,245,1657,1,207
41191,3.70177267987487,2,138,1778,1,42
8426,24.791449426485922,14,923,981,1,529
196844,7.247132429614181,19,240,1659,1,209
131314,6.256517205422315,6,228,1684,1,150
250,5.813347236704901,8,207,1703,1,122
16637,6.856100104275287,16,231,1671,1,203
8447,34.15015641293014,16,1278,624,1,1360
8452,6.699687174139729,11,235,1672,1,216
41230,5.787278415015641,10,202,1706,1,128
8462,6.256517205422315,4,232,1682,1,141
49425,4.874869655891554,7,173,1738,1,98
8468,5.370177267987487,11,184,1723,1,118
8469,5.578727841501564,5,204,1709,1,117
8473,7.012513034410845,8,253,1657,1,226
49434,21.428571428571427,4,814,1100,1,405
8487,6.256517205422315,6,228,1684,1,148
24875,6.751824817518248,13,233,1672,1,195
49453,6.543274244004171,18,215,1685,1,156
205103,4.014598540145985,6,142,1770,1,58
49463,5.474452554744525,4,202,1712,1,108
205112,30.422314911366005,16,1135,767,1,963
24889,8.02919708029197,5,298,1615,1,258
196922,6.438998957247132,10,227,1681,1,155
196925,6.830031282586027,21,220,1677,1,188
24916,5.265901981230448,13,176,1729,1,104
8540,5.370177267987487,6,194,1718,1,110
57695,29.223149113660064,10,1101,807,1,825
8544,6.64754953076121,8,239,1671,1,171
41313,9.280500521376434,21,314,1583,1,211
49505,6.230448383733055,12,215,1691,1,151
8551,8.342022940563087,24,272,1622,1,345
24940,8.394160583941606,29,264,1625,1,260
41327,36.496350364963504,51,1298,569,1,2648
8560,25.286757038581857,15,940,963,1,673
8565,3.9103232533889467,2,146,1770,1,52
24953,6.230448383733055,8,223,1687,1,142
213373,5.630865484880084,9,198,1711,1,121
24961,36.07924921793535,34,1316,568,1,1626
49544,50.573514077163715,56,1828,34,1,6635
41354,5.005213764337852,9,174,1735,1,95
205206,22.158498435870698,4,842,1072,1,449
57752,3.8581856100104277,2,144,1772,1,54
41378,4.43169968717414,5,160,1753,1,81
49572,4.2752867570385815,6,152,1760,1,71
197033,3.7278415015641295,2,139,1777,1,47
57777,26.798748696558917,4,1020,894,1,695
8632,7.221063607924922,13,251,1654,1,176
262589,7.742440041710115,14,269,1635,1,421
8637,7.038581856100104,11,248,1659,1,190
49600,6.178310740354536,17,203,1698,1,169
8641,6.021897810218978,8,215,1695,1,256
49605,34.85401459854015,9,1319,590,1,1431
205254,4.1710114702815435,4,152,1762,1,60
8648,6.074035453597498,5,223,1690,1,136
197071,5.761209593326382,6,209,1703,1,137
57811,5.448383733055266,15,179,1724,1,123
49627,3.8581856100104277,9,130,1779,1,56
8674,8.420229405630865,22,279,1617,1,305
139749,2.18978102189781,2,80,1836,1,11
139750,2.0855057351407718,4,72,1842,1,13
8681,5.18769551616267,9,181,1728,1,103
25081,5.239833159541189,2,197,1719,1,106
131584,1.9030239833159541,3,67,1848,1,13
25091,42.8310740354536,52,1539,327,1,2974
8717,8.733055265901982,29,277,1612,1,322
8723,3.988529718456726,4,145,1769,1,55
49685,5.6047966631908235,8,199,1711,1,126
131607,1.4859228362877999,2,53,1863,1,6
8732,6.960375391032326,8,251,1659,1,305
131618,2.1637122002085505,3,77,1838,1,20
8739,2.789363920750782,3,101,1814,1,15
553,30.500521376433785,10,1150,758,1,903
131627,1.4859228362877999,2,53,1863,1,8
57902,3.988529718456726,3,147,1768,1,57
559,34.880083420229404,12,1314,592,1,1260
8757,6.934306569343065,11,244,1663,1,185
8758,34.82794577685089,10,1316,592,1,1272
41529,5.89155370177268,10,206,1702,1,130
8763,5.89155370177268,6,214,1698,1,135
8764,6.986444212721585,9,250,1659,1,250
8767,7.377476538060479,15,253,1650,1,250
25160,41.11053180396246,14,1549,355,1,1959
131657,2.789363920750782,2,103,1813,1,13
33353,9.306569343065693,20,317,1581,1,266
205388,4.874869655891554,2,183,1733,1,94
41552,6.4911366006256515,5,239,1674,1,148
131666,1.4859228362877999,2,53,1863,1,6
8821,6.230448383733055,5,229,1684,1,161
8823,5.735140771637122,3,214,1701,1,129
57976,10.2711157455683,41,312,1565,1,313
25220,35.4014598540146,17,1324,577,1,1338
8839,6.412930135557873,4,238,1676,1,149
49808,5.995828988529718,10,210,1698,1,154
8849,4.1710114702815435,8,144,1766,1,102
58011,4.066736183524505,3,150,1765,1,59
8859,6.2825860271115745,5,231,1682,1,140
33438,8.967674661105319,18,308,1592,1,276
8866,8.83733055265902,22,295,1601,1,263
205479,4.770594369134515,6,171,1741,1,84
8878,5.89155370177268,6,214,1698,1,129
8881,9.280500521376434,24,308,1586,1,444
41652,3.7799791449426485,3,139,1776,1,48
8888,35.76642335766423,28,1316,574,1,1461
8893,5.969760166840459,6,217,1695,1,135
25279,5.735140771637122,4,212,1702,1,123
17088,5.083420229405631,8,179,1731,1,81
703,4.249217935349322,5,153,1760,1,118
41666,13.164754953076121,27,451,1440,1,852
58057,37.9822732012513,40,1377,501,1,1930
714,9.880083420229406,28,323,1567,1,313
41690,7.455683003128259,6,274,1638,1,183
41692,6.960375391032326,15,237,1666,1,179
8926,6.543274244004171,14,223,1681,1,161
41695,4.796663190823775,7,170,1741,1,84
8932,32.924921793534935,44,1175,699,1,1421
41717,3.2064650677789364,2,119,1797,1,24
49910,4.666319082377477,2,175,1741,1,100
8953,7.35140771637122,18,246,1654,1,282
49920,3.962460896767466,3,146,1769,1,53
8966,23.6444212721585,17,873,1028,1,592
25369,8.289885297184567,14,290,1614,1,263
25376,4.874869655891554,7,173,1738,1,89
9002,44.1866527632951,36,1623,259,1,3277
197422,3.988529718456726,2,149,1767,1,54
205614,4.848800834202294,3,180,1735,1,93
9009,28.64963503649635,42,1015,861,1,1196
25394,6.673618352450469,18,220,1680,1,188
49981,7.768508863399374,18,262,1638,1,228
9022,5.917622523461939,4,219,1695,1,122
140096,15.510948905109489,2,591,1325,1,207
25415,5.396246089676747,5,197,1716,1,113
9031,6.59541188738269,7,239,1672,1,159
58188,4.457768508863399,7,157,1754,1,71
9044,31.751824817518248,29,1160,729,1,1034
9050,36.3660062565172,28,1339,551,1,1505
41820,6.230448383733055,3,233,1682,1,158
263009,6.230448383733055,3,233,1682,1,272
50020,5.318039624608968,2,200,1716,1,111
9063,6.152241918665276,5,226,1687,1,161
25460,4.979144942648592,7,177,1734,1,100
58243,5.683003128258603,2,214,1702,1,127
906,3.441084462982273,3,126,1789,1,44
917,18.013555787278413,6,679,1233,1,2344
271253,33.237747653806046,10,1255,653,1,3392
9115,5.683003128258603,5,208,1705,1,117
41887,6.517205422314912,13,224,1681,1,156
58273,5.13555787278415,10,177,1731,1,95
50083,6.0479666319082375,3,226,1689,1,133
9123,6.59541188738269,8,237,1673,1,156
25509,6.021897810218978,5,221,1692,1,130
932,2.7632950990615224,3,100,1815,1,16
25516,5.1616266944734095,2,194,1722,1,107
205741,4.692387904066736,2,176,1740,1,87
9136,7.116788321167883,16,241,1661,1,184
25521,6.230448383733055,3,233,1682,1,147
945,30.05735140771637,6,1141,771,1,1302
140214,1.7466110531803962,2,63,1853,1,8
41913,6.882168925964546,9,246,1663,1,178
9145,7.40354535974974,13,258,1647,1,226
58299,34.932221063607926,34,1272,612,1,1690
9150,6.0479666319082375,5,222,1691,1,139
140224,3.9103232533889467,4,142,1772,1,58
9153,4.927007299270073,8,173,1737,1,89
140227,3.076120959332638,2,114,1802,1,26
25540,3.9363920750782064,3,145,1770,1,67
58308,21.29822732012513,2,813,1103,1,389
9158,4.223149113660063,5,152,1761,1,66
205769,5.813347236704901,2,219,1697,1,122
50124,3.9103232533889467,4,142,1772,1,64
132046,13.138686131386862,3,498,1417,1,22
983,5.683003128258603,9,200,1709,1,143
25560,5.396246089676747,3,201,1714,1,112
984,3.519290928050052,3,129,1786,1,44
33763,6.074035453597498,9,215,1694,1,196
997,3.076120959332638,2,114,1802,1,21
41960,5.969760166840459,12,205,1701,1,143
263152,33.08133472367049,24,1221,673,1,3569
9211,5.578727841501564,6,202,1710,1,126
17408,4.744525547445256,4,174,1740,1,120
197637,5.344108446298227,2,201,1715,1,111
9221,12.408759124087592,2,472,1444,1,12
1031,5.917622523461939,20,187,1711,1,184
9226,2.867570385818561,2,106,1810,1,18
41998,6.517205422314912,4,242,1672,1,172
9244,2.6850886339937436,3,97,1818,1,12
9253,2.2940563086548487,2,84,1832,1,12
17451,4.2752867570385815,6,152,1760,1,132
9263,2.3201251303441084,2,85,1831,1,12
33843,5.526590198123045,3,206,1709,1,120
9269,7.32533889468196,9,263,1646,1,177
42044,4.40563086548488,6,157,1755,1,74
50245,6.517205422314912,9,232,1677,1,158
132168,2.3983315954118876,3,86,1829,1,15
1101,5.917622523461939,9,209,1700,1,133
9293,2.424400417101147,3,87,1828,1,33
1103,30.86548488008342,29,1126,763,1,1075
9299,4.953076120959333,6,178,1734,1,244
58453,12.043795620437956,16,430,1472,1,497
50263,5.86548488008342,5,215,1698,1,212
9304,30.735140771637123,17,1145,756,1,1220
50266,5.735140771637122,8,204,1706,1,122
50272,6.256517205422315,16,208,1694,1,147
9312,3.0239833159541187,3,110,1805,1,24
33891,36.80917622523462,20,1372,526,1,1878
1126,6.2825860271115745,8,225,1685,1,141
17511,3.6235662148070906,6,127,1785,1,52
9318,7.846715328467154,5,291,1622,1,578
132203,9.045881126173096,17,313,1588,1,275
1136,4.353493222106361,7,153,1758,1,96
394354,7.1689259645464025,9,257,1652,1,212
1140,29.53597497393118,9,1115,794,1,859
140407,2.815432742440042,2,104,1812,1,23
50295,5.6047966631908235,5,205,1708,1,114
50300,32.87278415015641,16,1229,673,1,1098
50304,29.40563086548488,12,1104,802,1,928
17537,2.346193952033368,2,86,1830,1,12
328832,33.394160583941606,7,1267,644,1,940
33920,5.031282586027111,9,175,1734,1,99
9354,5.083420229405631,6,183,1729,1,116
50316,6.803962460896767,10,241,1667,1,172
17554,2.3983315954118876,3,86,1829,1,16
50324,4.092805005213765,3,151,1764,1,57
205975,5.109489051094891,10,176,1732,1,94
132252,2.21584984358707,2,81,1835,1,9
197790,6.152241918665276,4,228,1686,1,145
50340,5.396246089676747,8,191,1719,1,122
9381,7.794577685088634,11,277,1630,1,242
17579,2.7372262773722627,2,101,1815,1,20
42156,4.6141814389989575,8,161,1749,1,88
25773,2.5808133472367047,4,91,1823,1,21
42184,6.4911366006256515,13,223,1682,1,156
9416,3.0239833159541187,2,112,1804,1,24
9419,2.815432742440042,2,104,1812,1,16
1239,38.94681960375391,21,1452,445,1,1635
1241,6.673618352450469,7,242,1669,1,200
25818,7.299270072992701,10,260,1648,1,195
1248,6.830031282586027,8,246,1664,1,171
34019,38.816475495307614,12,1465,441,1,1791
17639,42.72679874869656,14,1611,293,1,2070
1267,34.54118873826903,14,1297,607,1,1176
206067,5.083420229405631,10,175,1733,1,92
58627,2.9718456725755997,2,110,1806,1,16
197898,4.900938477580813,8,172,1738,1,89
1299,29.953076120959334,32,1085,801,1,2453
1301,3.884254431699687,2,145,1771,1,55
9498,42.80500521376434,34,1574,310,1,3136
140570,3.1803962460896766,3,116,1799,1,42
9505,4.927007299270073,7,175,1736,1,131
34086,5.6047966631908235,2,211,1705,1,114
34087,6.0479666319082375,11,210,1697,1,143
206121,3.7799791449426485,2,141,1775,1,47
17709,3.3628779979144943,2,125,1791,1,53
17718,2.4504692387904066,2,90,1826,1,6
58682,3.67570385818561,4,133,1781,1,168
9536,2.21584984358707,3,79,1836,1,10
34119,4.822732012513034,8,169,1741,1,86
197965,4.744525547445256,2,178,1738,1,91
50509,6.751824817518248,9,241,1668,1,334
140627,3.8060479666319083,3,140,1775,1,60
58708,2.21584984358707,2,81,1835,1,9
50522,6.204379562043796,9,220,1689,1,146
50533,5.839416058394161,4,216,1698,1,128
42344,4.874869655891554,8,171,1739,1,85
9583,6.100104275286757,6,222,1690,1,329
9584,3.7799791449426485,5,135,1778,1,53
42366,6.673618352450469,8,240,1670,1,155
34177,39.75495307612096,11,1503,404,1,1471
17809,2.789363920750782,2,103,1813,1,11
132499,2.3201251303441084,2,85,1831,1,12
50581,7.40354535974974,20,244,1654,1,220
58779,3.0500521376433785,2,113,1803,1,31
42411,3.232533889468196,2,120,1796,1,26
34224,10.34932221063608,43,311,1564,1,325
58807,5.683003128258603,8,202,1708,1,121
206264,7.638164754953076,19,255,1644,1,197
9658,16.71011470281543,4,633,1281,1,192
