hijacker ASN,AVG,success, partial, failure,linkLevel,number direct Neighbors
43013,1.8630412890231622,4,29,960,1,33
49158,3.2225579053373616,4,56,933,1,80
12301,8.50956696878147,47,75,871,1,179
24594,3.9778449144008055,4,71,918,1,96
32787,48.992950654582074,419,135,439,1,984
30740,4.833836858006042,8,80,905,1,102
14361,1.9637462235649548,2,35,956,1,26
8218,39.02316213494461,4,767,222,1,1685
6169,0.8559919436052367,3,11,979,1,12
8220,35.69989929506546,2,705,286,1,1863
12322,5.438066465256798,4,100,889,1,156
20514,0.6545820745216515,2,9,982,1,10
4134,6.3444108761329305,3,120,870,1,320
41000,4.028197381671702,4,72,917,1,96
42,9.516616314199396,3,183,807,1,406
28716,12.537764350453172,3,243,747,1,877
45102,6.545820745216516,4,122,867,1,217
30781,37.96576032225579,3,748,242,1,1198
2110,1.309164149043303,2,22,969,1,39
12350,7.099697885196375,3,135,855,1,274
2116,2.416918429003021,2,44,947,1,121
10310,8.962739174219537,2,174,817,1,352
2119,34.08862034239678,3,671,319,1,638
198736,3.6253776435045317,4,64,925,1,86
4181,2.1148036253776437,2,38,953,1,89
41047,41.69184290030211,3,822,168,1,2952
30818,1.2084592145015105,7,10,976,1,18
12389,6.646525679758308,4,124,865,1,1321
12390,3.7764350453172204,4,67,922,1,94
28773,3.675730110775428,4,65,924,1,140
30827,3.9778449144008055,3,73,917,1,92
34927,41.69184290030211,4,820,169,1,2660
8309,15.15609264853978,4,293,696,1,814
28792,35.196374622356494,3,693,297,1,680
8315,26.384692849949648,2,520,471,1,290
30844,9.617321248741188,4,183,806,1,567
16509,11.329305135951662,4,217,772,1,363
4230,24.672708962739176,3,484,506,1,605
41095,32.3766364551863,3,637,353,1,1254
20618,0.5035246727089627,3,4,986,1,6
41103,1.8630412890231622,4,29,960,1,34
24724,6.445115810674723,3,122,868,1,728
30880,1.6112789526686808,3,26,964,1,30
4258,1.7623363544813695,2,31,960,1,57
34979,1.8126888217522659,3,30,960,1,33
32934,11.430010070493454,4,219,770,1,401
24743,0.4028197381671702,3,2,988,1,4
8359,31.87311178247734,2,629,362,1,848
6327,4.1792547834843905,4,75,914,1,308
20676,4.531722054380665,3,84,906,1,162
14537,7.401812688821752,4,139,850,1,274
12496,4.128902316213495,3,76,914,1,98
51409,3.5750251762336354,4,63,926,1,81
39122,37.66364551863041,4,740,249,1,1202
59605,39.32527693856999,3,775,215,1,1644
224,0.6545820745216515,2,9,982,1,15
30950,2.4672708962739174,2,45,946,1,57
12519,1.9133937562940584,3,32,958,1,36
20712,4.833836858006042,4,88,901,1,114
10474,3.9778449144008055,3,73,917,1,113
8426,33.23262839879154,3,654,336,1,529
37100,40.433031218529706,4,795,194,1,1998
28917,34.79355488418933,3,685,305,1,2007
8447,33.987915407854985,3,669,321,1,1360
28931,1.8630412890231622,3,31,959,1,36
8455,32.93051359516616,2,650,341,1,558
12552,37.41188318227593,3,737,253,1,963
39175,3.9778449144008055,4,71,918,1,100
59659,3.323262839879154,3,60,930,1,84
41230,5.0352467270896275,3,94,896,1,128
196881,3.524672708962739,4,62,927,1,85
8468,4.431017119838872,3,82,908,1,118
8473,5.639476334340383,4,104,885,1,226
51483,3.7260825780463245,3,68,922,1,123
20764,41.23867069486405,4,811,178,1,2019
203038,0.8559919436052367,2,13,978,1,22
57630,2.0644511581067473,3,35,955,1,56
12576,4.481369587109769,3,83,907,1,100
12578,5.790533736153072,4,107,882,1,279
39202,3.675730110775428,4,65,924,1,87
20773,5.639476334340383,3,106,884,1,179
22822,9.566968781470292,4,182,807,1,264
31027,34.64249748237663,3,682,308,1,1281
8501,1.5105740181268883,12,6,975,1,33
57660,0.6042296072507553,2,8,983,1,9
6461,34.894259818731115,4,685,304,1,2626
20799,3.5750251762336354,2,67,924,1,91
51519,25.730110775427995,3,505,485,1,172
31042,37.36153071500504,4,734,255,1,954
20804,6.243705941591138,4,116,873,1,464
20811,23.816717019133936,3,467,523,1,186
8530,3.323262839879154,4,58,931,1,82
24916,4.128902316213495,4,74,915,1,104
29014,4.028197381671702,4,72,917,1,142
29017,4.833836858006042,3,90,900,1,107
16735,25.478348439073514,3,500,490,1,932
8544,4.884189325276939,4,89,900,1,171
4455,42.64853977844914,4,839,150,1,2282
8551,7.754279959718026,4,146,843,1,345
51561,4.229607250755287,4,76,913,1,100
24940,6.747230614300101,3,128,862,1,260
6509,0.7552870090634441,3,9,981,1,24
41327,38.066465256797585,4,748,241,1,2648
47480,4.1792547834843905,4,75,914,1,94
24953,4.128902316213495,3,76,914,1,142
29049,40.23162134944612,4,791,198,1,2848
20860,4.481369587109769,4,81,908,1,127
24961,34.49144008056395,3,679,311,1,1626
12678,4.128902316213495,4,74,915,1,127
49544,46.42497482376636,4,914,75,1,6635
31122,36.4551863041289,4,716,273,1,1021
29075,40.181268882175225,4,790,199,1,1924
205206,27.240684793554884,3,535,455,1,449
37271,28.3987915407855,4,556,433,1,367
35228,4.028197381671702,3,74,916,1,97
31133,31.671701913393758,4,621,368,1,1465
39326,3.5750251762336354,3,65,925,1,110
12703,4.078549848942598,3,75,915,1,118
8607,26.73716012084592,2,527,464,1,160
59811,3.826787512588117,3,70,920,1,89
201126,3.4239677744209467,3,62,928,1,75
59816,1.9133937562940584,3,32,958,1,37
14773,1.2084592145015105,2,20,971,1,29
39351,42.04431017119839,4,827,162,1,2613
59835,1.7119838872104733,2,30,961,1,32
2497,24.97482376636455,4,488,501,1,335
35266,35.448136958710975,3,698,292,1,661
57793,3.6253776435045317,3,66,924,1,87
20932,34.13897280966767,4,670,319,1,1438
8648,4.279959718026183,3,79,911,1,136
20940,29.60725075528701,4,580,409,1,529
63949,26.837865055387713,4,525,464,1,208
35280,42.799597180261834,3,844,146,1,5649
29140,33.63544813695871,4,660,329,1,1177
6614,2.56797583081571,2,47,944,1,25
8674,7.502517623363545,2,145,846,1,305
8676,1.8630412890231622,3,31,959,1,38
20965,1.4098690835850958,2,24,967,1,73
25061,1.7119838872104733,3,28,962,1,33
12775,1.8126888217522659,3,30,960,1,33
57829,0.8056394763343404,2,12,979,1,17
8680,3.675730110775428,4,65,924,1,101
8681,4.1792547834843905,5,73,915,1,103
12779,39.879154078549846,4,784,205,1,1807
8683,3.9274924471299095,4,70,919,1,93
14840,42.39677744209466,4,834,155,1,5086
513,1.7119838872104733,3,28,962,1,57
25091,41.591137965760325,3,820,170,1,2974
8708,34.59214501510574,4,679,310,1,823
61955,6.042296072507553,3,114,876,1,197
6663,5.991943605236656,3,113,877,1,332
25098,2.014098690835851,4,32,957,1,40
6667,33.081570996978854,4,649,340,1,468
6677,5.991943605236656,4,111,878,1,167
47638,3.7764350453172204,4,67,922,1,95
29208,33.383685800604226,3,657,333,1,953
4635,23.41389728096677,2,461,530,1,308
8732,5.438066465256798,3,102,888,1,305
553,32.57804632426989,4,639,350,1,903
12843,3.9778449144008055,4,71,918,1,161
59953,1.8126888217522659,4,28,961,1,32
64050,2.3162134944612287,2,42,949,1,88
57907,1.8126888217522659,3,30,960,1,34
8757,5.740181268882175,3,108,882,1,185
14907,32.27593152064451,3,635,355,1,1657
25148,1.661631419939577,3,27,963,1,33
6717,3.474320241691843,3,63,927,1,86
8764,5.438066465256798,3,102,888,1,250
12859,34.03826787512588,3,670,320,1,1194
62023,3.5750251762336354,3,65,925,1,124
25160,41.44008056394763,4,815,174,1,1959
33353,8.962739174219537,4,170,819,1,266
2635,7.150050352467271,3,136,854,1,292
8781,5.236656596173212,4,96,893,1,104
12883,5.186304128902316,2,99,892,1,229
47699,1.0070493454179255,2,16,975,1,16
37468,31.671701913393758,4,621,368,1,1755
25180,3.0211480362537766,3,54,936,1,120
47708,0.6545820745216515,2,9,982,1,9
51809,3.675730110775428,3,67,923,1,90
8804,4.431017119838872,3,82,908,1,153
6762,26.132930513595166,4,511,478,1,647
21099,3.323262839879154,2,62,929,1,78
6774,9.113796576032225,4,173,816,1,496
57976,9.86908358509567,3,190,800,1,313
49788,0.9566968781470292,3,13,977,1,34
25220,33.685800604229605,3,663,327,1,1338
211597,3.9274924471299095,3,72,918,1,97
6805,4.632426988922457,3,86,904,1,130
203421,3.1722054380664653,3,57,933,1,80
33438,8.761329305135952,4,166,823,1,276
19108,1.1581067472306144,4,15,974,1,88
39590,0.2014098690835851,2,0,991,1,2
199335,3.272910372608258,4,57,932,1,80
12969,36.304128902316215,3,715,275,1,1028
47787,38.92245720040282,4,765,224,1,3834
199339,0.6042296072507553,2,8,983,1,9
6830,25.830815709969787,4,505,484,1,348
8881,7.854984894259819,6,144,843,1,444
197301,2.769385699899295,3,49,941,1,76
51896,0.4028197381671702,2,4,987,1,4
45758,7.955689828801611,3,152,838,1,230
702,4.884189325276939,5,87,901,1,242
8896,35.29707955689829,4,693,296,1,935
12996,2.2658610271903323,4,37,952,1,49
58057,39.526686807653576,4,777,212,1,1930
714,10.523665659617322,3,203,787,1,313
43727,10.926485397784491,4,209,780,1,768
19151,26.78751258811682,3,526,464,1,434
13009,4.128902316213495,4,74,915,1,107
39642,4.582074521651561,2,87,904,1,173
8932,36.002014098690836,4,707,282,1,1421
13030,17.472306143001006,3,341,649,1,847
62183,1.2084592145015105,3,18,972,1,21
2792,0.4028197381671702,2,4,987,1,3
51945,4.330312185297079,4,78,911,1,104
23274,1.4098690835850958,2,24,967,1,11
13037,4.73313192346425,3,88,902,1,111
6894,35.34743202416919,4,694,295,1,613
8943,1.4098690835850958,2,24,967,1,30
31472,3.9274924471299095,3,72,918,1,97
29432,0.4028197381671702,2,4,987,1,7
47866,2.5176233635448138,2,46,945,1,60
6908,24.118831822759315,2,475,516,1,98
2818,4.632426988922457,3,86,904,1,111
8966,30.463242698892245,4,597,392,1,592
60171,39.47633434038268,4,776,213,1,1598
31500,41.13796576032225,3,811,179,1,1839
