hijacker ASN,AVG,success, partial, failure,linkLevel,number direct Neighbors
57344,10.389182058047494,259,112,2661,1,371
2,1.9788918205804749,10,100,2922,1,20
3,3.199208443271768,7,180,2845,1,18
393226,1.566622691292876,2,91,2939,1,13
12,1.3522427440633245,3,76,2953,1,9
16399,1.6820580474934037,4,94,2934,1,9
17,0.08245382585751979,2,1,3029,1,4
19,1.0554089709762533,2,60,2970,1,4
32787,8.24538258575198,90,320,2622,1,984
16409,3.0837730870712403,2,183,2847,1,16
8218,12.302110817941953,91,564,2377,1,1685
393241,1.4182058047493404,2,82,2948,1,6
8220,11.724934036939313,28,655,2349,1,1863
49183,4.732849604221636,47,193,2792,1,120
393248,0.06596306068601583,2,0,3030,1,2
40992,0.09894459102902374,2,2,3028,1,3
40994,4.485488126649076,17,238,2777,1,380
393247,0.06596306068601583,2,0,3030,1,2
196646,1.170844327176781,2,67,2963,1,4
32808,3.1827176781002637,2,189,2841,1,14
8232,0.8740105540897097,2,49,2981,1,4
42,7.569261213720317,116,227,2689,1,406
16429,0.06596306068601583,2,0,3030,1,2
32823,0.06596306068601583,2,0,3030,1,3
57,3.2651715039577835,12,174,2846,1,32
24637,4.980211081794195,56,190,2786,1,150
32829,1.0718997361477574,2,61,2969,1,4
62,3.3146437994722957,3,195,2834,1,123
32834,1.9294195250659631,2,113,2917,1,4
393285,1.0718997361477574,2,61,2969,1,3
32841,0.06596306068601583,2,0,3030,1,2
16464,0.14841688654353563,2,5,3025,1,3
41041,4.8153034300791555,42,208,2782,1,113
32850,0.14841688654353563,2,5,3025,1,3
32851,0.11543535620052771,2,3,3027,1,5
81,2.45712401055409,29,91,2912,1,44
8282,4.452506596306069,35,200,2797,1,90
8283,5.887203166226913,84,189,2759,1,224
32863,1.0718997361477574,2,61,2969,1,3
32866,0.06596306068601583,2,0,3030,1,3
16487,0.11543535620052771,2,3,3027,1,3
393320,0.08245382585751979,2,1,3029,1,3
393321,1.0718997361477574,2,61,2969,1,3
16491,2.9353562005277043,3,172,2857,1,10
213101,0.758575197889182,2,42,2988,1,4
8304,5.969656992084433,81,200,2751,1,187
32886,0.758575197889182,2,42,2988,1,4
393339,1.517150395778364,2,88,2942,1,5
393341,0.06596306068601583,2,0,3030,1,3
16509,7.025065963060686,71,284,2677,1,363
204933,1.0224274406332454,2,58,2972,1,3
213125,1.0718997361477574,2,61,2969,1,3
327814,4.782321899736147,41,208,2783,1,133
32904,1.0224274406332454,2,58,2972,1,4
41095,6.827176781002638,23,368,2641,1,1254
16524,3.3311345646437993,5,192,2835,1,24
393356,1.0224274406332454,2,58,2972,1,3
8336,0.6101583113456465,2,33,2997,1,6
8339,4.897757255936676,53,191,2788,1,131
24724,6.266490765171504,69,242,2721,1,728
16534,1.0718997361477574,2,61,2969,1,3
393371,1.0389182058047493,2,59,2971,1,4
393374,0.06596306068601583,2,0,3030,1,2
32932,1.0718997361477574,2,61,2969,1,3
32934,7.83311345646438,113,249,2670,1,401
8359,7.734168865435357,64,341,2627,1,848
393386,0.09894459102902374,2,2,3028,1,3
8365,5.557387862796833,55,227,2750,1,174
174,20.531002638522427,62,1121,1849,1,6778
16559,3.116754617414248,2,185,2845,1,16
8368,5.920184696569921,85,189,2758,1,208
16564,0.06596306068601583,2,0,3030,1,3
32948,0.06596306068601583,2,0,3030,1,2
8374,4.996701846965699,56,191,2785,1,159
16567,1.0718997361477574,2,61,2969,1,8
213176,2.9353562005277043,3,172,2857,1,7
32952,0.06596306068601583,2,0,3030,1,2
188,1.0718997361477574,2,61,2969,1,3
393407,0.06596306068601583,2,0,3030,1,2
16582,2.9518469656992083,2,175,2855,1,6
16588,0.06596306068601583,2,0,3030,1,2
32974,1.0224274406332454,2,58,2972,1,3
393423,1.2532981530343008,4,68,2960,1,12
8399,5.474934036939314,71,190,2771,1,152
32977,0.08245382585751979,2,1,3029,1,3
210,2.9683377308707124,2,176,2854,1,16
393426,0.08245382585751979,2,1,3029,1,3
223,1.5006596306068603,2,87,2943,1,4
16608,2.8034300791556728,2,166,2864,1,3
8422,5.870712401055409,75,206,2751,1,207
41191,3.6444591029023745,18,185,2829,1,42
33001,1.5336411609498681,2,89,2941,1,6
8426,9.976912928759894,81,443,2508,1,529
393457,3.133245382585752,5,180,2847,1,18
8444,2.061345646437995,3,119,2910,1,7
16637,5.557387862796833,55,227,2750,1,203
8447,11.180738786279683,87,504,2441,1,1360
33028,1.121372031662269,2,64,2966,1,4
16645,1.2368073878627968,2,71,2959,1,7
8455,8.492744063324539,30,455,2547,1,558
264,1.0718997361477574,2,61,2969,1,3
49415,4.155672823218997,33,186,2813,1,78
16653,1.0718997361477574,2,61,2969,1,3
41230,4.848284960422164,47,200,2785,1,128
49425,4.485488126649076,37,198,2797,1,98
8468,4.617414248021108,33,214,2785,1,118
33045,1.3357519788918206,2,77,2953,1,5
8469,4.848284960422164,51,192,2789,1,117
16664,0.06596306068601583,2,0,3030,1,2
205080,3.050791556728232,2,181,2849,1,23
49434,6.794195250659631,24,364,2644,1,405
8473,5.705804749340369,71,204,2757,1,226
286,10.521108179419524,30,578,2424,1,1605
293,4.716358839050132,32,222,2778,1,178
393511,1.0718997361477574,2,61,2969,1,3
49448,1.0718997361477574,2,61,2969,1,3
393513,1.3852242744063326,2,80,2950,1,5
302,1.4017150395778364,7,71,2954,1,13
205103,3.7598944591029024,27,174,2831,1,58
57653,4.320580474934037,33,196,2803,1,83
33084,1.0554089709762533,3,58,2971,1,5
16710,0.09894459102902374,2,2,3028,1,3
393544,1.3852242744063326,2,80,2950,1,5
16719,1.0389182058047493,2,59,2971,1,5
