hijacker ASN,AVG,success, partial, failure,linkLevel,number direct Neighbors
3634,50.0047049967065,1,10626,0,0,2
6939,99.99529500329349,10626,1,0,1,10627
4557,50.10350992754305,22,10605,0,1,37
196610,50.64458454879082,138,10488,1,2,141
3,50.02352498353251,6,10620,1,2,17
393220,50.01881998682601,5,10621,1,2,7
32773,50.0,1,10625,1,2,1
131079,50.03293497694552,8,10618,1,2,9
393225,50.07527994730404,17,10609,1,2,18
393227,50.04704996706502,11,10615,1,2,13
196621,50.72927448950786,156,10470,1,2,166
327693,50.12232991436906,27,10599,1,2,47
196624,50.07998494401054,18,10608,1,2,19
327698,50.05175496377152,12,10614,1,2,12
131091,50.03293497694552,8,10618,1,2,9
32787,51.59499388350428,340,10286,1,2,983
393238,50.03763997365202,9,10617,1,2,22
262167,50.04234497035852,10,10616,1,2,10
393240,50.0047049967065,2,10624,1,2,2
327705,50.0,1,10625,1,2,1
32798,50.03293497694552,8,10618,1,2,11
32806,50.02352498353251,6,10620,1,2,8
32808,50.05175496377152,12,10614,1,2,13
32810,50.0,1,10625,1,2,2
262187,50.03293497694552,8,10618,1,2,12
393259,50.0047049967065,2,10624,1,2,3
327725,50.0047049967065,2,10624,1,2,2
42,51.77378375835137,378,10248,1,2,405
46,50.009409993413,3,10623,1,2,6
393268,50.0047049967065,2,10624,1,2,3
327733,50.08939493742354,20,10606,1,2,21
57,50.07998494401054,18,10608,1,2,31
327741,50.0047049967065,2,10624,1,2,3
262206,50.13644490448857,30,10596,1,2,50
62,50.06586995389103,15,10611,1,2,122
196674,50.01881998682601,5,10621,1,2,6
262213,50.02822998023901,7,10619,1,2,8
327750,50.07527994730404,17,10609,1,2,17
72,50.09880493083655,22,10604,1,2,32
327754,50.10821492424955,24,10602,1,2,24
131149,50.296414792509644,64,10562,1,2,87
77,50.07527994730404,17,10609,1,2,18
327761,50.07527994730404,17,10609,1,2,17
131156,50.04704996706502,11,10615,1,2,11
196695,50.16467488472758,36,10590,1,2,86
131160,50.04704996706502,11,10615,1,2,11
131161,50.06586995389103,15,10611,1,2,15
327767,50.08468994071704,19,10607,1,2,21
327772,50.04704996706502,11,10615,1,2,11
262237,50.04234497035852,10,10616,1,2,11
32864,50.01881998682601,5,10621,1,2,5
131171,50.009409993413,3,10623,1,2,6
32867,50.009409993413,3,10623,1,2,9
101,50.12703491107556,28,10598,1,2,51
327782,50.28700479909664,62,10564,1,2,92
32869,50.06586995389103,15,10611,1,2,17
32872,50.01881998682601,5,10621,1,2,5
393316,50.01881998682601,5,10621,1,2,8
196714,50.55048461466077,118,10508,1,2,128
109,50.06586995389103,15,10611,1,2,21
112,50.75750446974687,162,10464,1,2,176
32881,50.04234497035852,10,10616,1,2,11
32883,50.0,1,10625,1,2,2
196724,50.0,1,10625,1,2,2
32884,50.0,1,10625,1,2,3
122,50.01881998682601,5,10621,1,2,6
32890,50.0,1,10625,1,2,7
262268,50.12703491107556,28,10598,1,2,28
