hijacker ASN,AVG,success, partial, failure,linkLevel,number direct Neighbors
212483,96.48413192283759,3036,130,48,1,3166
25091,76.3690105787181,1735,1439,40,1,2974
394256,48.179838207840696,76,2945,193,1,317
12307,48.771001866832606,70,2995,149,1,225
205848,48.382078406969505,13,3084,117,1,75
8218,66.33478531425015,1126,2012,76,1,1685
35360,62.02551337896702,861,2265,88,1,1264
34854,50.046670815183575,142,2933,139,1,292
55850,50.62227753578096,188,2878,148,1,726
2603,52.971375233354074,288,2829,97,1,510
62513,35.998755444928435,8,2298,908,1,24
34872,59.59863098942128,696,2439,79,1,1063
14907,61.82327317983821,829,2316,69,1,1657
12859,64.26571250777847,984,2163,67,1,1194
30781,61.85438705662725,839,2298,77,1,1198
57406,68.83945239576852,1274,1877,63,1,1419
23106,65.80584940883634,1092,2046,76,1,3712
44103,52.411325451151214,263,2843,108,1,388
25160,72.4019912881145,1507,1640,67,1,1959
15435,62.196639701306786,854,2290,70,1,1027
1103,62.243310516490354,857,2287,70,1,1075
5713,69.36838830118232,1309,1841,64,1,1514
41047,90.49471064094587,2658,501,55,1,2952
6233,70.3329184816428,1361,1799,54,1,1743
20473,53.158058494088365,250,2917,47,1,1364
52320,67.56378344741755,1197,1949,68,1,1976
40544,43.93279402613565,2,2820,392,1,5
3170,55.6471686372122,458,2661,95,1,585
33891,68.3105164903547,1267,1857,90,1,1878
29802,50.015556938394525,77,3061,76,1,272
8298,68.94835096453018,1271,1890,53,1,2135
34927,75.23335407591786,1636,1564,14,1,2660
1140,59.92532669570628,724,2404,86,1,859
28792,56.736154324828874,525,2597,92,1,680
18041,44.69508400746733,18,2837,359,1,63
50300,62.756689483509646,896,2242,76,1,1098
202365,54.65152457996266,416,2681,117,1,536
209022,52.13130056004978,260,2831,123,1,321
203391,23.444306160547605,11,1485,1718,1,33
328832,61.51213441194773,824,2306,84,1,940
61568,64.12570006222775,988,2146,80,1,1699
50304,59.39639079029247,691,2436,87,1,928
25220,64.67019290603609,1011,2135,68,1,1338
3214,68.66832607342874,1250,1914,50,1,1643
3216,61.2321095208463,790,2356,68,1,1721
216212,25.54449284380834,2,1638,1574,1,7
212123,50.404480398257625,156,2928,130,1,276
8860,49.43995021779714,50,3078,86,1,158
56987,64.607965152458,1016,2121,77,1,1489
213151,61.2321095208463,808,2320,86,1,1067
34465,53.53142501555694,325,2791,98,1,589
206499,49.782202862476666,122,2956,136,1,188
47272,48.69321717485999,20,3090,104,1,122
12969,61.449906658369635,816,2318,80,1,1028
47787,69.52395768512757,1306,1857,51,1,3834
174,63.970130678282516,997,2118,99,1,6778
140984,55.553827006845054,463,2645,106,1,690
8888,65.60360920970753,1067,2083,64,1,1461
18106,67.5948973242066,1190,1965,59,1,2140
8896,56.7517112632234,544,2560,110,1,935
41666,56.471686372121965,513,2604,97,1,852
396998,59.13192283758556,652,2497,65,1,1163
58057,69.21281891723709,1285,1879,50,1,1930
210633,50.3889234598631,156,2927,131,1,329
61138,48.22650902302427,26,3048,140,1,155
39122,63.48786558805227,934,2213,67,1,1202
59605,66.3658991910392,1120,2026,68,1,1644
1239,66.83260734287492,1152,1992,70,1,1635
62167,64.37461107654013,983,2172,59,1,1280
204508,50.12445550715619,143,2936,135,1,441
399580,48.16428126944617,92,2912,210,1,214
47326,25.59116365899191,2,1641,1571,1,10
50917,48.242065961418795,18,3065,131,1,72
17639,69.58618543870567,1319,1835,60,1,2070
210667,48.242065961418795,9,3083,122,1,74
37100,70.3951462352209,1373,1779,62,1,1998
14061,66.92594897324207,1142,2018,54,1,1677
6894,55.678282514001246,466,2647,101,1,613
132337,62.74113254511512,884,2265,65,1,1346
34549,69.15059116365899,1277,1891,46,1,1879
28917,68.88612321095208,1285,1858,71,1,2007
3333,59.878655880522714,722,2405,87,1,865
200454,47.91537025513379,28,3024,162,1,130
12552,58.36963285625389,609,2534,71,1,963
60171,65.588052271313,1077,2062,75,1,1598
31500,70.9707529558183,1400,1762,52,1,1839
35598,71.06409458618543,1423,1722,69,1,2296
215823,0.26446795270690726,2,13,3199,1,3
1299,60.36092097075296,759,2362,93,1,2453
25369,50.42003733665215,92,3057,65,1,263
9498,76.01120099564406,1725,1436,53,1,3136
6939,93.55942750466708,2810,394,10,1,10627
20764,70.89296826384567,1412,1733,69,1,2019
205593,53.90479153702552,372,2721,121,1,642
5405,69.24393279402614,1305,1841,68,1,1702
1828,71.54635967641568,1426,1747,41,1,5711
14630,67.98382078406969,1225,1920,69,1,1487
9002,69.803982576229,1333,1821,60,1,3277
31019,54.278158058494085,357,2775,82,1,467
9009,59.6764156813939,680,2476,58,1,1196
209718,45.861854387056624,51,2846,317,1,179
35133,46.45301804604854,5,2976,233,1,34
31042,58.55631611698818,619,2526,69,1,954
62275,60.34536403235843,748,2383,83,1,877
835,48.00871188550094,65,2956,193,1,243
3399,57.7940261356565,602,2511,101,1,804
9044,61.978842563783445,833,2318,63,1,1034
852,48.802115743621655,99,2939,176,1,494
56662,60.29869321717486,738,2400,76,1,1083
15703,59.33416303671437,689,2436,89,1,827
207705,44.78842563783447,15,2849,350,1,69
37721,77.39576851275669,1809,1357,48,1,4894
212828,53.28251400124456,346,2733,135,1,392
32097,48.58431860609832,46,3031,137,1,281
199524,76.30678282514002,1728,1449,37,1,5265
4455,76.18232731798382,1734,1429,51,1,2282
32621,47.32420659614188,21,3000,193,1,109
41327,72.83758556316117,1534,1614,66,1,2648
29049,87.44555071561916,2461,699,54,1,2848
24961,68.62165525824518,1265,1881,68,1,1626
34177,67.15930304915993,1172,1973,69,1,1471
23428,45.81518357187306,2,2941,271,1,17
49544,91.9415059116366,2732,446,36,1,6635
36236,80.72495332918481,2013,1163,38,1,7427
51088,56.56502800248911,519,2598,97,1,665
31122,61.29433727442439,792,2356,66,1,1021
29075,69.81953951462353,1340,1808,66,1,1924
271253,62.85003111387679,909,2222,83,1,3392
60310,43.93279402613565,2,2820,392,1,5
7575,53.126944617299316,330,2755,129,1,1230
46997,50.85563161169882,178,2913,123,1,476
924,47.04418170504045,7,3010,197,1,74
24482,86.13876789047916,2355,827,32,1,8412
60326,53.88923459863099,339,2786,89,1,601
945,59.89421281891724,722,2406,86,1,1302
211380,47.83758556316117,53,2969,192,1,186
39351,75.43559427504667,1679,1491,44,1,2613
15802,67.50155569383945,1194,1951,69,1,1538
140731,55.92719352831363,478,2639,97,1,849
58299,67.45488487865588,1180,1976,58,1,1690
394177,46.74859987554449,2,3001,211,1,25
35266,56.72059738643435,523,2600,91,1,661
20932,66.35034225264468,1118,2029,67,1,1438
50629,69.27504667081519,1283,1887,44,1,1747
48070,56.81393901680149,531,2590,93,1,674
48581,44.07280647168637,2,2829,383,1,33
212934,47.464219041692594,9,3033,172,1,54
35280,72.3397635345364,1487,1676,51,1,5649
15830,75.15556938394523,1670,1491,53,1,2789
16347,66.11698817672682,1116,2018,80,1,1473
48605,48.5687616677038,9,3104,101,1,113
57821,46.904169259489734,59,2897,258,1,180
207841,55.9738643434972,496,2606,112,1,625
205794,49.96888612321095,118,2976,120,1,386
42473,59.38083385189795,678,2461,75,1,2861
1003,48.024268823895454,26,3035,153,1,127
49132,2.0379589296826386,2,127,3085,1,5
12779,69.64841319228375,1336,1805,73,1,1807
263152,65.09023024268824,1050,2084,80,1,3569
34288,69.29060360920971,1307,1840,67,1,1663
52210,46.12632233976353,5,2955,254,1,28
34800,50.56004978220286,178,2894,142,1,360
211956,8.13627878033603,2,519,2693,1,5
51185,94.57062850031114,2913,253,48,1,3501
14840,93.04604853764779,2820,341,53,1,5086
210937,61.1698817672682,804,2324,86,1,1036
57851,0.09334163036714374,2,2,3210,1,4
31742,56.98506533914126,539,2585,90,1,686
57344,50.637834474175484,102,3051,61,2,370
8192,47.433105164903544,7,3035,172,2,18
196610,49.159925326695706,52,3056,106,2,141
204805,48.61543248288737,29,3067,118,2,93
49158,48.42874922215308,5,3103,106,2,79
24586,48.94212818917237,38,3070,106,2,115
57356,48.475420037336654,10,3096,108,2,84
24592,47.71313005600498,9,3049,156,2,37
24593,47.4019912881145,5,3037,172,2,16
24594,48.63098942128189,8,3110,96,2,95
32787,50.933416303671436,122,3030,62,2,983
57365,47.6664592408214,7,3050,157,2,31
49176,47.86869943995022,10,3057,147,2,44
8220,55.756067205973864,480,2624,110,2,1862
49183,48.84878655880523,42,3056,116,2,119
8224,47.7286869943995,16,3036,162,2,34
40994,51.89794648413192,279,2778,157,2,379
213028,47.97759800871189,7,3070,137,2,48
196645,47.35532047293093,3,3038,173,2,12
40999,48.5065339141257,25,3068,121,2,86
41000,48.646546359676414,10,3107,97,2,95
42,51.44679527069073,121,3065,28,2,405
213035,47.89981331673926,7,3065,142,2,58
41009,47.495332918481644,10,3033,171,2,26
57393,47.495332918481644,7,3039,168,2,19
8245,49.14436838830118,56,3047,111,2,136
49206,48.35096453018046,33,3042,139,2,75
213050,48.72433105164904,31,3070,113,2,99
8251,47.650902302426886,16,3031,167,2,41
204860,47.51088985687617,6,3042,166,2,22
213052,48.86434349719975,34,3073,107,2,108
213054,48.444306160547605,5,3104,105,2,80
24637,48.97324206596142,47,3054,113,2,149
24641,47.7286869943995,18,3032,164,2,43
8258,47.38643434971998,4,3038,172,2,15
41028,47.51088985687617,10,3034,170,2,19
8262,49.93777224642191,77,3056,81,2,261
213063,47.7286869943995,16,3036,162,2,34
49223,47.44866210329807,8,3034,172,2,17
213065,47.557560672059736,9,3039,166,2,21
41033,48.97324206596142,46,3056,112,2,133
8265,47.80647168637212,19,3035,160,2,45
139341,50.217797137523334,91,3046,77,2,282
41039,47.619788425637836,10,3041,163,2,59
204880,47.433105164903544,3,3043,168,2,15
204881,48.8954573739888,42,3059,113,2,114
41041,48.86434349719975,33,3075,106,2,112
213075,48.5065339141257,35,3048,131,2,89
24663,47.71313005600498,8,3051,155,2,40
8280,47.54200373366521,12,3032,170,2,30
8282,48.5065339141257,9,3100,105,2,89
41051,50.248911014312384,140,2950,124,2,374
8283,49.90665836963286,74,3060,80,2,223
8289,47.6664592408214,6,3052,156,2,31
213094,48.49097697573118,7,3103,104,2,85
24679,48.78655880522713,39,3058,117,2,110
196714,48.97324206596142,43,3062,109,2,128
204906,47.38643434971998,3,3040,171,2,11
57452,47.4019912881145,4,3039,171,2,15
8301,48.55320472930927,10,3101,103,2,100
204911,47.96204107031736,14,3055,145,2,50
112,49.33105164903547,60,3051,103,2,176
57455,48.646546359676414,41,3045,128,2,92
8302,49.33105164903547,54,3063,97,2,159
24691,48.646546359676414,21,3085,108,2,112
8304,49.688861232109524,59,3076,79,2,186
8308,49.25326695706285,58,3050,106,2,204
8309,58.991910392034846,648,2496,70,2,813
57463,51.02675793403858,156,2968,90,2,262
8315,51.30678282514001,169,2960,85,2,289
24700,47.433105164903544,5,3039,170,2,19
16509,50.762289981331676,110,3043,61,2,362
196735,47.557560672059736,14,3029,171,2,23
8319,48.84878655880523,43,3054,117,2,114
41090,48.802115743621655,32,3073,109,2,110
8323,47.37087741132545,4,3037,173,2,25
57476,47.3397635345364,1,3041,172,2,8
327813,47.97759800871189,13,3058,143,2,61
327814,48.87990043559427,25,3092,97,2,132
137,47.853142501555695,23,3030,161,2,60
49289,47.80647168637212,21,3031,162,2,43
57483,47.68201617921593,5,3055,154,2,30
196749,47.71313005600498,16,3035,163,2,35
196750,47.6664592408214,6,3052,156,2,36
41103,47.7286869943995,5,3058,151,2,33
196752,48.802115743621655,30,3077,107,2,107
204947,47.63534536403236,15,3032,167,2,26
24723,49.035469819539514,49,3054,111,2,133
204949,47.54200373366521,13,3030,171,2,20
24724,53.88923459863099,347,2770,97,2,727
41107,48.444306160547605,6,3102,106,2,83
49304,47.261978842563785,2,3034,178,2,20
57495,47.71313005600498,16,3035,163,2,33
24730,48.97324206596142,40,3068,106,2,118
41114,49.17548226509023,52,3057,105,2,142
8339,48.98879900435594,48,3053,113,2,130
8343,47.37087741132545,3,3039,172,2,11
57507,47.69757311761045,15,3036,163,2,32
32934,51.27566894835096,129,3038,47,2,400
8359,52.411325451151214,248,2873,93,2,847
16552,50.248911014312384,75,3080,59,2,248
196776,47.4019912881145,2,3043,169,2,15
49321,48.58431860609832,33,3057,124,2,94
49322,47.57311761045426,13,3032,169,2,23
24748,48.475420037336654,71,2974,169,2,88
24749,47.68201617921593,15,3035,164,2,31
8368,49.782202862476666,63,3074,77,2,207
24753,47.96204107031736,16,3051,147,2,52
8369,47.71313005600498,8,3051,155,2,50
213171,47.80647168637212,3,3067,144,2,37
8374,49.08214063472309,50,3055,109,2,158
49342,47.495332918481644,7,3039,168,2,21
41151,47.464219041692594,8,3035,171,2,22
24768,47.6664592408214,9,3046,159,2,38
57536,47.37087741132545,2,3041,171,2,13
57537,48.9576851275669,43,3061,110,2,117
204995,48.739887990043556,31,3071,112,2,102
8387,47.68201617921593,16,3033,165,2,38
8391,49.08214063472309,46,3063,105,2,131
41160,47.71313005600498,17,3033,164,2,39
41165,47.433105164903544,6,3037,171,2,18
49359,47.35532047293093,4,3036,174,2,10
8399,49.37772246421904,53,3068,93,2,151
213201,48.03982576228998,9,3070,135,2,52
24785,49.626633478531424,118,2954,142,2,228
262355,47.75980087118855,10,3050,154,2,99
49362,47.77535780958308,12,3047,155,2,49
8400,50.07778469197262,82,3055,77,2,290
49367,47.99315494710641,34,3017,163,2,60
196826,47.4019912881145,3,3041,170,2,12
49375,48.98879900435594,31,3087,96,2,120
213216,47.71313005600498,6,3055,153,2,31
24806,47.60423148724331,12,3036,166,2,27
8422,49.751088985687616,63,3072,79,2,206
8426,53.60920970752956,312,2822,80,2,528
196844,49.90665836963286,69,3070,75,2,208
24812,47.47977598008712,10,3032,172,2,20
41201,47.495332918481644,5,3043,166,2,19
131314,49.097697573117614,53,3050,111,2,149
250,48.98879900435594,39,3071,104,2,121
49403,47.650902302426886,9,3045,160,2,34
16637,49.51773490976976,53,3077,84,2,202
8445,48.92657125077785,45,3055,114,2,118
8447,64.26571250777847,997,2137,80,2,1359
8452,49.393279402613565,51,3073,90,2,215
24837,47.433105164903544,4,3041,169,2,16
49415,48.39763534536403,7,3097,110,2,77
8455,54.138145612943376,390,2700,124,2,557
