hijacker ASN,AVG,success, partial, failure,linkLevel,number direct Neighbors
12956,99.0272373540856,254,1,2,1,255
262164,1.1673151750972763,3,0,254,1,3
174,72.76264591439688,119,136,2,1,6778
57344,55.252918287937746,29,226,2,2,370
6147,50.19455252918288,4,250,3,2,18
52229,50.0,3,251,3,2,9
25607,49.80544747081712,2,252,3,2,4
269832,50.97276264591439,7,248,2,2,24
28173,51.55642023346304,11,243,3,2,56
262159,49.80544747081712,2,252,3,2,2
32787,56.6147859922179,37,217,3,2,983
22548,51.36186770428016,10,244,3,2,55
25620,49.61089494163424,1,253,3,2,2
263702,57.19844357976654,39,216,2,2,172
13335,60.89494163424124,58,197,2,2,1302
262167,50.38910505836576,5,249,3,2,10
36884,50.583657587548636,5,250,2,2,15
28186,66.92607003891051,90,164,3,2,2231
59930,52.14007782101167,13,242,2,2,38
4637,64.59143968871595,78,176,3,2,663
60447,52.33463035019455,14,241,2,2,23
22047,50.97276264591439,7,248,2,2,15
262182,50.583657587548636,6,248,3,2,20
4134,57.19844357976654,39,216,2,2,319
11816,50.19455252918288,1,256,0,2,3
54825,53.89105058365759,23,231,3,2,276
262706,51.36186770428016,9,246,2,2,38
263218,49.61089494163424,1,253,3,2,3
267828,49.80544747081712,2,252,3,2,3
8757,52.52918287937743,16,238,3,2,184
198198,49.80544747081712,2,252,3,2,2
21559,52.14007782101167,13,242,2,2,74
31287,53.50194552529183,20,235,2,2,199
271929,49.80544747081712,2,252,3,2,4
264764,49.80544747081712,1,254,2,2,7
28220,51.36186770428016,10,244,3,2,58
262206,53.30739299610895,19,236,2,2,50
205375,50.0,3,251,3,2,4
268862,51.36186770428016,10,244,3,2,33
262210,50.38910505836576,5,249,3,2,12
202310,49.80544747081712,2,252,3,2,2
2119,61.478599221789885,62,192,3,2,637
21575,50.778210116731515,7,247,3,2,24
19527,51.750972762645915,11,244,2,2,20
263238,49.80544747081712,2,252,3,2,21
33353,54.86381322957198,27,228,2,2,265
22604,51.36186770428016,9,246,2,2,19
139341,54.6692607003891,27,227,3,2,282
16973,49.80544747081712,2,252,3,2,3
20562,63.42412451361868,72,182,3,2,1354
10834,50.0,3,251,3,2,22
263763,49.61089494163424,1,253,3,2,2
58453,59.53307392996109,51,204,2,2,496
27730,49.61089494163424,1,253,3,2,2
36947,51.55642023346304,10,245,2,2,24
62041,51.945525291828794,12,243,2,2,146
8283,53.30739299610895,20,234,3,2,223
37468,70.03891050583658,105,150,2,2,1754
15964,50.19455252918288,3,252,2,2,24
19551,57.00389105058366,38,217,2,2,502
6752,52.14007782101167,13,242,2,2,58
26210,49.61089494163424,1,253,3,2,13
264806,50.38910505836576,5,249,3,2,10
11367,49.80544747081712,2,252,3,2,8
137831,52.33463035019455,15,239,3,2,80
263783,49.80544747081712,2,252,3,2,3
6762,68.28793774319067,96,159,2,2,342
132203,56.03112840466926,33,222,2,2,274
29802,53.30739299610895,19,236,2,2,271
8301,52.14007782101167,14,240,3,2,100
262253,50.0,2,253,2,2,26
39020,50.97276264591439,7,248,2,2,44
33392,49.80544747081712,2,252,3,2,5
57976,55.447470817120625,31,223,3,2,312
264825,49.80544747081712,2,252,3,2,3
15994,50.583657587548636,5,250,2,2,68
16509,57.39299610894942,40,215,2,2,362
2686,55.6420233463035,31,224,2,2,305
52863,51.55642023346304,11,243,3,2,108
268925,50.97276264591439,8,246,3,2,49
4229,54.08560311284047,24,230,3,2,219
210055,50.19455252918288,4,250,3,2,5
52873,64.59143968871595,78,176,3,2,2365
265867,49.80544747081712,2,252,3,2,6
263311,50.97276264591439,8,246,3,2,33
