hijacker ASN,AVG,success, partial, failure,linkLevel,number direct Neighbors
9735,0.37523452157598497,2,0,531,1,2
21000,5.628517823639775,4,52,477,1,4
11273,0.8442776735459663,4,1,528,1,4
29197,11.163227016885553,3,113,417,1,4
198166,0.5628517823639775,2,2,529,1,4
4637,67.26078799249531,346,25,162,1,664
34852,0.37523452157598497,2,0,531,1,2
4648,34.052532833020635,4,355,174,1,81
131628,6.0037523452157595,4,56,473,1,4
10798,5.628517823639775,6,48,479,1,29
263727,0.7504690431519699,4,0,529,1,5
141364,0.37523452157598497,2,0,531,1,3
141367,2.626641651031895,2,24,507,1,3
5693,17.917448405253282,11,169,353,1,13
12349,2.345215759849906,2,21,510,1,5
17983,1.5009380863039399,2,12,519,1,3
577,34.427767354596625,5,357,171,1,296
2639,25.422138836772984,4,263,266,1,23
398416,9.380863039399625,2,96,435,1,4
202837,0.37523452157598497,2,0,531,1,2
37468,41.93245778611632,58,331,144,1,1755
35937,11.538461538461538,5,113,415,1,8
149603,11.819887429643527,2,122,409,1,4
150115,0.37523452157598497,2,0,531,1,2
7270,22.326454033771107,3,232,298,1,15
211049,0.37523452157598497,2,0,531,1,2
46186,9.287054409005629,3,93,437,1,7
12400,32.551594746716695,39,269,225,1,305
28791,0.37523452157598497,2,0,531,1,2
37497,26.26641651031895,5,270,258,1,536
141435,1.4071294559099436,2,11,520,1,3
327804,24.202626641651033,4,250,279,1,507
125,19.606003752345217,4,201,328,1,7
23167,0.46904315196998125,2,1,530,1,3
210560,0.37523452157598497,2,0,531,1,4
48768,21.48217636022514,2,225,306,1,14
328320,24.202626641651033,4,250,279,1,359
56460,0.5628517823639775,3,0,530,1,3
29325,0.37523452157598497,2,0,531,1,2
1680,32.17636022514071,39,265,229,1,365
12956,35.0844277673546,9,356,168,1,255
199836,0.37523452157598497,2,0,531,1,2
396450,0.6566604127579737,2,3,528,1,5
8867,4.221388367729831,2,41,490,1,4
15529,0.37523452157598497,2,0,531,1,2
22699,0.37523452157598497,2,0,531,1,2
42156,21.48217636022514,17,195,321,1,88
25773,25.422138836772984,4,263,266,1,21
174,42.589118198874296,107,240,186,1,6778
142510,0.5628517823639775,2,2,529,1,3
394923,13.50844277673546,2,140,391,1,5
21169,0.37523452157598497,2,0,531,1,2
11956,0.7504690431519699,3,2,528,1,6
38580,32.73921200750469,2,345,186,1,3
32437,24.296435272045027,4,251,278,1,549
3257,47.185741088180116,103,297,133,1,2703
208058,2.4390243902439024,2,22,509,1,3
12988,4.127579737335835,2,40,491,1,4
45761,0.46904315196998125,2,1,530,1,3
1221,34.61538461538461,12,345,176,1,292
136907,34.9906191369606,43,287,203,1,313
48846,24.390243902439025,4,252,277,1,33
27343,0.5628517823639775,2,2,529,1,3
6352,5.347091932457786,2,53,478,1,3
48851,27.392120075046904,3,286,244,1,30
394453,19.887429643527206,3,206,324,1,8
4826,30.675422138836772,13,301,219,1,507
38622,19.51219512195122,4,200,329,1,18
3295,6.378986866791744,2,64,467,1,6
3296,1.3133208255159474,2,10,521,1,5
3298,1.2195121951219512,2,9,522,1,4
3299,1.4071294559099436,2,11,520,1,5
399076,4.033771106941838,2,39,492,1,3
52451,0.46904315196998125,2,1,530,1,4
18662,0.37523452157598497,2,0,531,1,2
34022,0.7504690431519699,3,2,528,1,3
29928,9.00562851782364,2,92,439,1,4
47846,12.664165103189493,2,131,400,1,4
197872,4.221388367729831,2,41,490,1,3
9457,24.202626641651033,5,248,280,1,47
200946,1.5009380863039399,3,10,520,1,3
13043,8.067542213883677,2,82,449,1,4
14074,0.46904315196998125,2,1,530,1,3
31997,12.664165103189493,3,129,401,1,4
14080,22.420262664165104,3,233,297,1,39
207106,4.127579737335835,2,40,491,1,4
15625,2.626641651031895,3,22,508,1,5
8971,5.722326454033771,2,57,474,1,5
133900,14.727954971857411,2,153,378,1,4
60173,18.29268292682927,4,187,342,1,14
43794,8.067542213883677,2,82,449,1,5
1299,43.151969981238274,79,302,152,1,1884
327960,24.859287054409005,4,257,272,1,469
9498,48.030018761726076,123,266,144,1,3136
328474,22.795497185741088,4,235,294,1,405
3356,46.90431519699813,90,320,123,1,2931
42790,6.6604127579737336,2,67,464,1,5
9002,47.185741088180116,125,253,155,1,3277
812,26.26641651031895,3,274,256,1,207
38191,16.135084427767353,4,164,365,1,11
327983,24.296435272045027,4,251,278,1,526
37680,27.298311444652906,19,253,261,1,591
15667,14.165103189493433,2,147,384,1,4
8499,3.658536585365854,2,35,496,1,4
139061,0.9380863039399625,2,6,525,1,3
16182,0.37523452157598497,2,0,531,1,2
202037,2.4390243902439024,2,22,509,1,4
19259,0.6566604127579737,2,3,528,1,5
