hijacker ASN,AVG,success, partial, failure,linkLevel,number direct Neighbors
57344,50.65597667638484,324,47,315,1,371
30722,21.64723032069971,32,233,421,1,55
25091,48.177842565597665,199,263,224,1,2974
14340,23.760932944606413,54,218,414,1,106
20485,39.72303206997085,119,307,260,1,1559
53766,28.06122448979592,108,169,409,1,189
6660,19.752186588921283,16,239,431,1,48
6667,30.612244897959183,60,300,326,1,468
12302,22.448979591836736,52,204,430,1,225
43536,11.73469387755102,3,155,528,1,3
32787,34.54810495626822,153,168,365,1,984
13335,42.3469387755102,179,223,284,1,1303
42009,18.002915451895042,10,227,449,1,12
59930,19.387755102040817,15,236,435,1,39
8220,40.160349854227405,78,395,213,1,1863
4637,32.798833819241985,95,260,331,1,664
49694,0.2915451895043732,2,0,684,1,3
26654,12.463556851311953,2,167,517,1,7
60447,25.072886297376094,6,332,348,1,24
60962,1.6763848396501457,2,19,665,1,3
16931,14.067055393586006,3,187,496,1,11
4134,25.21865889212828,40,266,380,1,320
29222,23.46938775510204,34,254,398,1,237
3624,17.565597667638485,4,233,449,1,7
42,35.49562682215743,182,123,381,1,406
2603,29.154518950437318,83,234,369,1,510
4651,31.924198250728864,142,154,390,1,262
15917,0.2915451895043732,2,0,684,1,2
2611,26.895043731778426,95,179,412,1,150
15412,27.332361516034986,60,255,371,1,282
15924,17.346938775510203,4,230,452,1,159
9269,28.862973760932945,107,182,397,1,177
29751,0.36443148688046645,2,1,683,1,3
47674,27.040816326530614,100,171,415,1,132
14907,42.857142857142854,129,330,227,1,1657
12349,2.1137026239067054,2,25,659,1,5
21054,11.443148688046648,2,153,531,1,4
36925,14.941690962099125,2,201,483,1,17
25152,31.632653061224488,115,204,367,1,393
12353,17.784256559766764,7,230,449,1,22
45629,28.93586005830904,103,191,392,1,222
577,20.262390670553938,5,268,413,1,296
62014,19.46064139941691,12,243,431,1,31
10310,33.01749271137026,157,139,390,1,352
19527,18.58600583090379,2,251,433,1,21
48200,30.02915451895044,140,132,414,1,221
33353,32.50728862973761,153,140,393,1,266
72,18.73177842565598,6,245,435,1,33
200780,40.74344023323615,134,291,261,1,1044
24652,17.71137026239067,6,231,449,1,10
21070,7.3615160349854225,2,97,587,1,4
398416,7.069970845481049,2,93,591,1,4
20562,43.29446064139942,178,238,270,1,1355
9299,21.428571428571427,17,260,409,1,244
58453,34.7667638483965,148,181,357,1,497
9304,42.565597667638485,150,284,252,1,1220
399449,12.026239067055394,2,161,523,1,9
62041,28.35276967930029,117,155,414,1,147
8283,30.466472303207,139,140,407,1,224
49758,11.443148688046648,2,153,531,1,4
33891,42.3469387755102,124,333,229,1,1878
12389,25.145772594752188,31,283,372,1,1321
6758,30.393586005830905,38,341,307,1,383
